Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
cargador-para-acer-19v-2-37a-45w-80405,CARGADOR PARA ACER 19V 2.37A 45W,<p>CARGADOR PARA ACER 19V 2.37A 45W con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80405,250,shopify,4,deny,manual,70000,80500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_709941-MLA79654253690_102024-O.webp,1,active
cargador-para-asus-19v-3-42a-bskas12-80262,CARGADOR PARA ASUS 19V 3.42A BSKAS12,<p>CARGADOR PARA ASUS 19V 3.42A BSKAS12 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80262,250,shopify,1,deny,manual,70000,80500,TRUE,FALSE,https://compucordoba.com.ar/img/Public/1078-producto-cargador-asus-3-4650.jpg,1,active
basik-tech-cargador-lenovo-pc-20v-2-25a-80182,BASIK TECH CARGADOR LENOVO PC 20V-2.25A,<p>BASIK TECH CARGADOR LENOVO PC 20V-2.25A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80182,250,shopify,7,deny,manual,80000,92000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_905099-MPE89727588010_082025-O.webp,1,active
carg-para-asus-19v-2-37a-45w-80185,CARG PARA ASUS 19V-2.37A 45W,<p>CARG PARA ASUS 19V-2.37A 45W con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,80185,250,shopify,6,deny,manual,70000,80500,TRUE,FALSE,https://www.mychargeur.fr/images/2023-Asus-19V-2.37A-4.0-1.35mm_2.jpg,1,active
cargador-para-acer-19v-2-37a-bsklen04-80173,CARGADOR PARA ACER 19V 2.37A BSKLEN04,<p>CARGADOR PARA ACER 19V 2.37A BSKLEN04 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80173,250,shopify,7,deny,manual,60000,69000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_878842-MLC48243682039_112021-F.jpg,1,active
cargador-multifuncional-24v-2-5a-80411,CARGADOR MULTIFUNCIONAL 24V 2.5A,<p>CARGADOR MULTIFUNCIONAL 24V 2.5A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80411,250,shopify,2,deny,manual,60000,69000,TRUE,FALSE,https://www.omega-store.co/wp-content/uploads/2023/07/24V2.5ADC3PIN-3.png,1,active
cargador-para-dell-pa12-19-5v-3-34a-80186,CARGADOR PARA DELL PA12 19.5V 3.34A,<p>CARGADOR PARA DELL PA12 19.5V 3.34A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80186,250,shopify,2,deny,manual,60000,69000,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_696046-MLV46102731473_052021-O.webp,1,active
cargador-para-toshiba-19v-3-42a-bskt01-80175,CARGADOR PARA TOSHIBA 19V 3.42A BSKT01,<p>CARGADOR PARA TOSHIBA 19V 3.42A BSKT01 con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80175,250,shopify,1,deny,manual,80000,92000,TRUE,FALSE,https://compuferia.pe/wp-content/uploads/2022/01/Carg-lap-tosh-19v-3.95a-tiendas-tec-1-1.png,1,active
basiktech-cargador-hp-19-5v-4-62a-80298,BASIKTECH CARGADOR HP 19.5V-4.62A,<p>BASIKTECH CARGADOR HP 19.5V-4.62A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,80298,250,shopify,6,deny,manual,70000,80500,TRUE,FALSE,https://importadora-espinoza.s3.amazonaws.com/PRO01287-1.jpg,1,active
jaltech-premium-cargador-hp-18-5v-3-5a-10272,JALTECH PREMIUM CARGADOR HP 18.5V-3.5A,<p>JALTECH PREMIUM CARGADOR HP 18.5V-3.5A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10272,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/Cargador para HP paguja 18.5V-3.5A_10272_H02P_5-600x600.png,1,active
jaltech-premium-cargador-asus-19v-2-37a-10688,JALTECH PREMIUM CARGADOR ASUS 19V-2.37A,<p>JALTECH PREMIUM CARGADOR ASUS 19V-2.37A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10688,250,shopify,1,deny,manual,85000,97750,TRUE,FALSE,https://ctsaul.com/tienda/wp-content/uploads/2025/03/xd-62-scaled-600x425.jpg,1,active
cargador-lenovo-jaltech-20v-3-25a-10792,CARGADOR LENOVO JALTECH 20V 3.25A,<p>CARGADOR LENOVO JALTECH 20V 3.25A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10792,250,shopify,1,deny,manual,85000,97750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CARGADOR PARA LENOVO 20V-3.42A_10792_LEN-15P_4-600x600.png,1,active
jaltech-premium-cargador-asus-19v-3-42a-102799,JALTECH PREMIUM CARGADOR ASUS 19V-3.42A,<p>JALTECH PREMIUM CARGADOR ASUS 19V-3.42A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,102799,250,shopify,3,deny,manual,85000,97750,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_733665-MLA95959130552_102025-O.webp,1,active
cargador-para-acer-19v-3-42a-65w-10960,CARGADOR PARA ACER 19V 3.42A 65W,<p>CARGADOR PARA ACER 19V 3.42A 65W con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10960,250,shopify,3,deny,manual,80000,92000,TRUE,FALSE,https://compumundostore.com/wp-content/uploads/2024/06/CARGADOR-ACER-19V-3.42A-65W-5.5-2.5MM.jpg,1,active
jaltech-premium-cargador-dell-19-5v-3-34a-11222,JALTECH PREMIUM CARGADOR DELL 19.5V-3.34A,<p>JALTECH PREMIUM CARGADOR DELL 19.5V-3.34A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,11222,250,shopify,2,deny,manual,90000,103500,TRUE,FALSE,https://ctsaul.com/tienda/wp-content/uploads/2025/03/xd-66-scaled.jpg,1,active
carg-para-asus-19v-1-75a-10510,CARG PARA ASUS 19V 1.75A,<p>CARG PARA ASUS 19V 1.75A con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,10510,250,shopify,3,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2023/11/CARG.-PARA-ASUS-19V-1.75_80300_BSK-AS03_1.png?ref=10510,1,active
jaltech-premium-cargador-dell-19-5v-2-31a-11178,JALTECH PREMIUM CARGADOR DELL 19.5V 2.31A,<p>JALTECH PREMIUM CARGADOR DELL 19.5V 2.31A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,11178,250,shopify,2,deny,manual,85000,97750,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/27066838/cargador-generico-premiun-jaltech-dell-195v-231a-11178.jpg?v=638776014941700000,1,active
cargador-para-hp-punta-azul-19-5v-3-33a-h07p-10411,CARGADOR PARA HP PUNTA AZUL 19.5V 3.33A H07P,<p>CARGADOR PARA HP PUNTA AZUL 19.5V 3.33A H07P con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10411,250,shopify,3,deny,manual,85000,97750,TRUE,FALSE,https://www.electronicaalex.com/wp-content/uploads/2025/06/Cargador-para-Notebook-Hp-19.5V-3.33A-Plug-4.5X3.0MM-600x600.webp,1,active
carg-para-asus-19v-3-42a-65w-negra-as-10750,CARG PARA ASUS 19V 3.42A 65W NEGRA AS,<p>CARG PARA ASUS 19V 3.42A 65W NEGRA AS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,10750,250,shopify,3,deny,manual,85000,97750,TRUE,FALSE,https://eurocomputer.com.uy/wp-content/uploads/2023/06/CNBAS1.jpg,1,active
vidrios-templados-9126,VIDRIOS TEMPLADOS,<p>VIDRIOS TEMPLADOS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9126,250,shopify,176,deny,manual,10000,11500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_806843-MLA84848804699_052025-O.webp?ref=9126,1,active
jaltech-premium-cargador-toshiba-19v-3-42a-10071,JALTECH PREMIUM CARGADOR TOSHIBA 19V-3.42A,<p>JALTECH PREMIUM CARGADOR TOSHIBA 19V-3.42A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10071,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CARGADOR TOSHIBA 19v-3.42A_10071_T01P_3-600x600.png,1,active
carg-para-asus-19v-1-75a-10510,CARG PARA ASUS 19V 1.75A,<p>CARG PARA ASUS 19V 1.75A con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,10510,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2023/11/CARG.-PARA-ASUS-19V-1.75_80300_BSK-AS03_1.png,1,active
carg-para-mini-hp-19-5v-2-05a-10060,CARG PARA MINI HP 19.5V 2.05A,<p>CARG PARA MINI HP 19.5V 2.05A con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,10060,250,shopify,2,deny,manual,40000,46000,TRUE,FALSE,https://eurocomputer.com.uy/wp-content/uploads/2023/06/hp-charger10.png,1,active
jaltech-premium-cargador-dell-19-5v-3-34a-10675,JALTECH PREMIUM CARGADOR DELL 19.5V-3.34A,<p>JALTECH PREMIUM CARGADOR DELL 19.5V-3.34A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10675,250,shopify,2,deny,manual,85000,97750,TRUE,FALSE,https://compunadia.com/assets/media/cargadores/cargador-portatil-dell-d01p-jaltech-premium_1.jpg,1,active
jaltech-premium-cargador-asus-usb-19v-1-75a-10663,JALTECH PREMIUM CARGADOR ASUS USB 19V-1.75A,<p>JALTECH PREMIUM CARGADOR ASUS USB 19V-1.75A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10663,250,shopify,1,deny,manual,65000,74750,TRUE,FALSE,https://ctsaul.com/tienda/wp-content/uploads/2025/03/xd-63-scaled.jpg,1,active
jaltech-preimum-cargador-macbook-14-5v-3-1a-10860,JALTECH PREIMUM CARGADOR MACBOOK 14.5V-3.1A,<p>JALTECH PREIMUM CARGADOR MACBOOK 14.5V-3.1A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10860,250,shopify,1,deny,manual,100000,115000,TRUE,FALSE,https://ramsystems.com.ec/wp-content/uploads/2026/03/MAC-CARGADOR-14.5V-3.1A-REPLICA-TIPO-L-45W-500x500-1.png,1,active
jaltech-premium-cargador-universal-15v-20v6a-10787,JALTECH PREMIUM CARGADOR UNIVERSAL 15V-20V6A,<p>JALTECH PREMIUM CARGADOR UNIVERSAL 15V-20V6A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10787,250,shopify,1,deny,manual,160000,184000,TRUE,FALSE,https://corporativo.jaltechsas.com/wp-content/uploads/2025/02/CARGADOR-PARA-PORTATIL-UNIVERSAL_10787_TY-01P2-562x1024.png,1,active
jaltech-premium-cargador-sony-10-5v-3-9a-10088,JALTECH PREMIUM CARGADOR SONY 10.5V-3.9A,<p>JALTECH PREMIUM CARGADOR SONY 10.5V-3.9A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10088,250,shopify,3,deny,manual,85000,97750,TRUE,FALSE,https://ctsaul.com/tienda/wp-content/uploads/2025/03/xd-72-scaled-600x416.jpg,1,active
jaltech-premium-cargador-samsung-19v-3-16a-10287,JALTECH PREMIUM CARGADOR SAMSUNG 19V-3.16A,<p>JALTECH PREMIUM CARGADOR SAMSUNG 19V-3.16A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10287,250,shopify,2,deny,manual,85000,97750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/Cargador para SAMSUNG 19V-3 16A_10287_SAM-01P_2-600x600.png,1,active
jaltech-premium-cargador-samsung-14v-2-14a-10531,JALTECH PREMIUM CARGADOR SAMSUNG 14V-2.14A,<p>JALTECH PREMIUM CARGADOR SAMSUNG 14V-2.14A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10531,250,shopify,1,deny,manual,58000,66700,TRUE,FALSE,https://ctsaul.com/tienda/wp-content/uploads/2025/03/xd-70-scaled.jpg,1,active
jaltech-premium-cargador-lenovo-20v-3-25a-10281,JALTECH PREMIUM CARGADOR LENOVO 20V-3.25A,<p>JALTECH PREMIUM CARGADOR LENOVO 20V-3.25A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10281,250,shopify,2,deny,manual,85000,97750,TRUE,FALSE,https://exitocol.vtexassets.com/arquivos/ids/27066756/cargador-generico-premiun-jaltech-lenovo-20v-325a-10281.jpg?v=638776014388670000,1,active
jaltech-premium-cargador-monitor-lg-12v-3a-10737,JALTECH PREMIUM CARGADOR MONITOR LG 12V-3A,<p>JALTECH PREMIUM CARGADOR MONITOR LG 12V-3A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10737,250,shopify,2,deny,manual,58000,66700,TRUE,FALSE,https://compunadia.com/assets/media/cargadores/cargador-as-07-mp-19v-21a.png,1,active
jaltech-premium-cargador-monitor-samsung-19v-2-1a-10690,JALTECH PREMIUM CARGADOR MONITOR SAMSUNG 19V-2.1A,<p>JALTECH PREMIUM CARGADOR MONITOR SAMSUNG 19V-2.1A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10690,250,shopify,2,deny,manual,85000,97750,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CARGADOR PARA MONITOR SAM 19V-2.1A_10690_SAM-08MP_3-600x600.png,1,active
jaltech-premium-cargador-lenovo-5v-4a-10785,JALTECH PREMIUM CARGADOR LENOVO 5V-4A,<p>JALTECH PREMIUM CARGADOR LENOVO 5V-4A con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,10785,250,shopify,2,deny,manual,55000,63250,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2019/05/CARGADOR PARA LENOVO IDEAPAD 5V 4A_10785_LEN-13MP_3-600x600.png,1,active
pasta-termica-silver-carye-tdp=w/(8.5)mk,PASTA TERMICA SILVER CARYE,<p>PASTA TERMICA SILVER CARYE con garantía oficial Tecno+.</p>,Tecno+,POS y Oficina,POS y Oficina,"POS y Oficina, tecno-plus",TRUE,Title,Default Title,TDP=W/(8.5)MK,250,shopify,2,deny,manual,18000,20700,TRUE,FALSE,https://hippersolucoes.com.br/wp-content/uploads/2022/11/pastasilver-1024x1024.png,1,active
bateria-9v-tronex-515,BATERIA 9V TRONEX,<p>BATERIA 9V TRONEX con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,515,250,shopify,6,deny,manual,10000,11500,TRUE,FALSE,https://makingbusiness.com.co/wp-content/uploads/2025/01/TR9VRB1.png,1,active
bateria-triple-aaa-tronex-r03,BATERIA TRIPLE AAA TRONEX,<p>BATERIA TRIPLE AAA TRONEX con garantía oficial Tecno+.</p>,Tecno+,Cargadores y Energía,Cargadores y Energía,"Cargadores y Energía, tecno-plus",TRUE,Title,Default Title,R03,250,shopify,2,deny,manual,8000,9200,TRUE,FALSE,https://makingbusiness.com.co/wp-content/uploads/2025/01/TRAAAR03EHDBLK.png,1,active
switch-de-8-puertos-10-100-1000-mercusys-ms108g,SWITCH DE 8 PUERTOS 10/100/1000 MERCUSYS,<p>SWITCH DE 8 PUERTOS 10/100/1000 MERCUSYS con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,MS108G,250,shopify,1,deny,manual,80000,92000,TRUE,FALSE,https://compubit.com.co/wp-content/uploads/2024/07/mas-87.jpg,1,active
convertidor-usb-a-hdmi-hembra-b412b-11723,CONVERTIDOR USB A HDMI HEMBRA B412B,<p>CONVERTIDOR USB A HDMI HEMBRA B412B con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11723,250,shopify,5,deny,manual,70000,80500,TRUE,FALSE,https://paisatech.co/wp-content/uploads/2026/02/CABLE-CONVERSOR-USB-3.0-A-HDMI_10558_B412_.png,1,active
cable-otg-tipo-c-a-hdmi-4k-11539,CABLE OTG TIPO C A HDMI 4K,<p>CABLE OTG TIPO C A HDMI 4K con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11539,250,shopify,4,deny,manual,90000,103500,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2026/03/Cable-Otg-Tipo-C-A-Hdmi-4k-Jal-Htc-02-11539-1.png,1,active
cable-otg-lightning-a-hdmi-full-hd-ja-11537,CABLE OTG LIGHTNING A HDMI FULL HD JA,<p>CABLE OTG LIGHTNING A HDMI FULL HD JA con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11537,250,shopify,1,deny,manual,70000,80500,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_664169-MCO93834760577_092025-O.webp,1,active
cable-adaptador-tipo-c-4-en-1-lh018-11196,CABLE ADAPTADOR TIPO C 4 EN 1 LH018,<p>CABLE ADAPTADOR TIPO C 4 EN 1 LH018 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11196,250,shopify,2,deny,manual,80000,92000,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2024/03/Cable-Adaptador-Tipo-C-4-En-1-Lh018-11196-700x700.png,1,active
hub-usb-tipo-c-dual-rj45-lh032-11228,HUB USB TIPO C DUAL RJ45 LH032,<p>HUB USB TIPO C DUAL RJ45 LH032 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11228,250,shopify,1,deny,manual,95000,109250,TRUE,FALSE,https://paisatech.co/wp-content/uploads/2025/08/HUB-USB-TIPO-C-DUAL-RJ45_11228_LH032_2-600x600-1.png,1,active
hub-usb-a-tipo-c-dual-6-en-1-11230,HUB USB A TIPO C DUAL 6 EN 1,<p>HUB USB A TIPO C DUAL 6 EN 1 con garantía oficial Tecno+.</p>,Tecno+,Cómputo y Accesorios,Cómputo y Accesorios,"Cómputo y Accesorios, tecno-plus",TRUE,Title,Default Title,11230,250,shopify,1,deny,manual,80000,92000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2022/08/HUB-USB-TIPO-C-DUAL-6-EN-1_11230_LH034_2-300x300.png,1,active
jaltech-hdmi-splitter-2-canales-1124200,JALTECH HDMI SPLITTER 2 CANALES,<p>JALTECH HDMI SPLITTER 2 CANALES con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,1124200,250,shopify,1,deny,manual,50000,57500,TRUE,FALSE,https://tu360compras.bancolombia.com/647458-large_default/splitter-hdmi-2-puertos-4k-30hz-16162.jpg,1,active
hdmi-splitter-x2-4klh044-11242,HDMI SPLITTER X2 4KLH044,<p>HDMI SPLITTER X2 4KLH044 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11242,250,shopify,2,deny,manual,50000,57500,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2024/09/Hdmi-Splitter-X2-4k-Lh0441-1000x1000.png,1,active
hdmi-splitter-x4-4k-lh045-11243,HDMI SPLITTER X4 4K LH045,<p>HDMI SPLITTER X4 4K LH045 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11243,250,shopify,2,deny,manual,60000,69000,TRUE,FALSE,https://jaltechsas.com/wp-content/uploads/2024/08/HDMI-SPLITTER-X4-4K_11243_LH045_6-768x768.png,1,active
desktop-switch-8-port-10-100mbps-tenda-9001,DESKTOP SWITCH 8-PORT 10/100Mbps TENDA,<p>DESKTOP SWITCH 8-PORT 10/100Mbps TENDA con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,9001,250,shopify,2,deny,manual,90000,103500,TRUE,FALSE,https://doubleclick.ma/wp-content/uploads/2024/06/tenda-s108-8-port-desktop-switch.jpg,1,active
switch-plus-5-puertos-base-100-11646,SWITCH PLUS 5 PUERTOS BASE 100,<p>SWITCH PLUS 5 PUERTOS BASE 100 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,11646,250,shopify,2,deny,manual,45000,51750,TRUE,FALSE,http://www.goditek.com/cdn/shop/files/SWITCH-PLUS-5-PUERTOS-BASE-100---JAL-PS5_11646_JAL-PS5_1_1200x1200.png?v=1751043231&item_ref=11646,1,active
hdmi-splitter-x-8-4k-lh103-11618,HDMI SPLITTER X 8 4K LH103,<p>HDMI SPLITTER X 8 4K LH103 con garantía oficial Tecno+.</p>,Tecno+,Cables y Conectividad,Cables y Conectividad,"Cables y Conectividad, tecno-plus",TRUE,Title,Default Title,11618,250,shopify,1,deny,manual,100000,115000,TRUE,FALSE,https://cambiosystem.com/wp-content/uploads/2025/06/Hdmi-Splitter-X8-4k-Lh103-11618-1.png,1,active
parlantes-doble-conexion-pc-y-zidli-d80,PARLANTES DOBLE CONEXION PC Y,<p>PARLANTES DOBLE CONEXION PC Y con garantía oficial Tecno+.</p>,Tecno+,Sonido y Audio,Sonido y Audio,"Sonido y Audio, tecno-plus",TRUE,Title,Default Title,ZIDLI-D80,250,shopify,1,deny,manual,155000,178250,TRUE,FALSE,https://http2.mlstatic.com/D_NQ_NP_802711-MLA95242467298_102025-O.webp,1,active
lapiz-universal-para-ipad-11-a16-model:pen,LAPIZ UNIVERSAL PARA IPAD 11 A16,<p>LAPIZ UNIVERSAL PARA IPAD 11 A16 con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,MODEL:PEN,250,shopify,1,deny,manual,100000,115000,TRUE,FALSE,https://m.media-amazon.com/images/I/51kzfTknkFL._AC_.jpg,1,active
capturadora-de-video-ms118,CAPTURADORA DE VIDEO,<p>CAPTURADORA DE VIDEO con garantía oficial Tecno+.</p>,Tecno+,Accesorios y Varios,Accesorios y Varios,"Accesorios y Varios, tecno-plus",TRUE,Title,Default Title,MS118,250,shopify,1,deny,manual,100000,115000,TRUE,FALSE,https://www.lognetinfo.com.br/imagens/original/23290A.jpg,1,active
